_id,GEOID,NAMELSAD,SidewalkStepLFt,StreetLFt,Ratio
87,420031106001,Block Group 1,21223.8364,20254.5745,1.047853975
88,420031106002,Block Group 2,20822.0774,16309.065,1.276718034
89,420031106003,Block Group 3,13454.84799,6582.946959,2.043894334
90,420031113001,Block Group 1,10985.10965,5620.335954,1.954529007
91,420031113002,Block Group 2,10948.04759,7005.387612,1.562803972
92,420031113003,Block Group 3,9228.690092,7681.022668,1.201492365
93,420031113004,Block Group 4,12416.4676,8161.629717,1.521322092
94,420031114001,Block Group 1,10717.63524,7063.156522,1.517400217
95,420031114002,Block Group 2,17492.197,7581.736885,2.307149044
96,420031115001,Block Group 1,18758.21479,11314.03987,1.65795905
97,420031115002,Block Group 2,24101.53782,13562.85869,1.777024916
98,420031115003,Block Group 3,30239.44002,15986.6401,1.891544428
99,420031115004,Block Group 4,30248.63482,14294.09196,2.11616344
100,420031203001,Block Group 1,24198.60879,35151.05088,0.688417791
101,420031203002,Block Group 2,20377.10522,15856.0629,1.285130196
102,420031204001,Block Group 1,16822.21778,10571.02275,1.591351961
103,420031204002,Block Group 2,21191.72595,11719.85131,1.808190684
104,420031207001,Block Group 1,18621.81245,15319.17556,1.215588422
105,420031207002,Block Group 2,16944.13875,10450.43856,1.621380639
106,420031208001,Block Group 1,20272.01654,8616.879454,2.352593726
107,420031208002,Block Group 2,38037.51893,18537.5571,2.051916481
108,420031301001,Block Group 1,21761.35241,24753.08156,0.879137103
109,420031301002,Block Group 2,16143.1514,10666.7148,1.513413615
110,420031301003,Block Group 3,16282.76843,7207.250121,2.259220667
111,420031302001,Block Group 1,16667.64774,10449.07036,1.595132118
112,420031302002,Block Group 2,19851.03069,7902.207807,2.512086644
113,420031303001,Block Group 1,14550.11842,7992.69485,1.820427114
114,420031303002,Block Group 2,16070.08977,10917.99323,1.471890432
115,420031303003,Block Group 3,20307.88823,11096.89977,1.830050613
116,420031304001,Block Group 1,15491.90225,10062.45805,1.539574343
117,420031304002,Block Group 2,17542.92584,12440.90701,1.410100231
118,420031304003,Block Group 3,10530.16423,6322.755027,1.665439225
119,420031306001,Block Group 1,17683.76192,21751.22704,0.813000659
120,420031306002,Block Group 2,13796.06137,17773.08728,0.776233254
121,420031306003,Block Group 3,35476.84037,27685.82702,1.281408005
122,420031401001,Block Group 1,28368.73076,20183.20546,1.405561213
123,420031401002,Block Group 2,30579.71365,27862.03349,1.097540625
124,420031401003,Block Group 3,23168.94754,6408.606643,3.615286259
125,420031401004,Block Group 4,14741.91428,4310.253171,3.420196841
126,420031402001,Block Group 1,21334.33717,15992.54243,1.334017857
127,420031402002,Block Group 2,22817.53039,8986.386123,2.539121965
128,420031403001,Block Group 1,14169.9772,9477.769077,1.495075169
129,420031403002,Block Group 2,19330.29929,13217.24225,1.462506242
130,420031403003,Block Group 3,20230.36529,10702.44993,1.890255541
131,420031403004,Block Group 4,19719.1285,9925.526604,1.986708543
132,420031404001,Block Group 1,16232.18149,13801.01945,1.176158149
133,420031404002,Block Group 2,16504.00523,9809.997891,1.682365829
134,420031404003,Block Group 3,24954.98697,11003.63592,2.267885556
135,420031405001,Block Group 1,22411.38195,13901.2216,1.612187949
136,420031405002,Block Group 2,14383.31622,6357.753368,2.262326861
137,420031405003,Block Group 3,14314.35819,6171.791993,2.319319609
138,420031406001,Block Group 1,29286.85392,20024.13905,1.462577435
139,420031406002,Block Group 2,13430.58337,14450.03359,0.929449976
140,420031406003,Block Group 3,18297.31532,10704.09354,1.709375506
141,420031408001,Block Group 1,40971.14559,41299.46463,0.992050283
142,420031408002,Block Group 2,29485.23722,13588.75537,2.169826185
143,420031408003,Block Group 3,11144.08242,4098.461713,2.719089063
144,420031410001,Block Group 1,27849.64228,26156.7852,1.064719616
145,420031411001,Block Group 1,31640.97529,27573.14865,1.14752855
146,420031413001,Block Group 1,25306.73991,12572.5755,2.01285249
147,420031413002,Block Group 2,17365.14863,15009.4063,1.156951067
148,420031413003,Block Group 3,15333.91906,5988.358079,2.560621602
149,420031414001,Block Group 1,18080.46167,19133.27187,0.9449749
150,420031414002,Block Group 2,14872.84676,9429.632419,1.577245655
151,420031414003,Block Group 3,20798.22258,12592.86134,1.651588311
152,420031414004,Block Group 4,47675.3139,33790.66512,1.410901908
153,420031414005,Block Group 5,11375.02851,4973.076424,2.28732228
154,420031516001,Block Group 1,23492.29847,18076.55999,1.299600061
155,420031516002,Block Group 2,20845.70464,17563.22277,1.186895191
156,420031516003,Block Group 3,10476.86999,5018.565505,2.087622445
157,420031517001,Block Group 1,20603.89716,16125.49274,1.277722021
158,420031517002,Block Group 2,15457.06106,12908.44596,1.197437795
159,420031517003,Block Group 3,12347.93741,7977.398461,1.547865193
160,420031517004,Block Group 4,8920.693159,11173.32614,0.798391906
161,420031517005,Block Group 5,13823.67792,9135.889114,1.513117963
162,420031517006,Block Group 6,18191.33508,5276.41379,3.447670294
163,420031608001,Block Group 1,12158.08293,10230.75174,1.188386077
164,420031608002,Block Group 2,13917.87835,14772.91342,0.942121432
165,420031608003,Block Group 3,13932.93487,18686.2247,0.745625994
166,420031608004,Block Group 4,23744.85684,16560.666,1.433810503
167,420031609001,Block Group 1,38909.11586,20485.04597,1.899391191
168,420031609002,Block Group 2,52519.35781,36177.15328,1.451727211
169,420031702001,Block Group 1,32300.26922,22059.49913,1.464234026
170,420031702002,Block Group 2,26938.04911,9984.695336,2.697934008
171,420031702003,Block Group 3,23519.52431,13364.72218,1.759821417
172,420031702004,Block Group 4,24149.44774,9826.272413,2.457640775
173,420031706001,Block Group 1,19093.64933,20500.57681,0.931371323
174,420031706002,Block Group 2,17077.78608,8166.73785,2.091139252
175,420031706003,Block Group 3,14069.31813,17460.15029,0.805795935
176,420031803001,Block Group 1,33155.96568,35983.27145,0.921427217
177,420031803002,Block Group 2,16993.82487,7535.710314,2.25510591
178,420031803003,Block Group 3,17696.67958,10568.1535,1.674529005
179,420031807001,Block Group 1,11268.01712,10880.61232,1.035605056
180,420031807002,Block Group 2,13177.01318,8917.904002,1.47759083
181,420031807003,Block Group 3,15767.40264,8293.509418,1.901173778
182,420031903001,Block Group 1,31041.48308,26032.39912,1.192417301
183,420031903002,Block Group 2,23525.96744,18608.77437,1.264240566
184,420031911001,Block Group 1,18570.09879,28527.76638,0.650948222
185,420031911002,Block Group 2,34344.78669,32974.51158,1.041555585
186,420031914001,Block Group 1,27099.39293,20874.43371,1.298209729
187,420031914002,Block Group 2,32040.83278,26886.06924,1.191726187
188,420031915001,Block Group 1,22475.94496,30749.26868,0.730942423
189,420031915002,Block Group 2,24338.6167,10442.25584,2.330781496
190,420031916001,Block Group 1,18992.19409,19556.18313,0.971160577
191,420031916002,Block Group 2,19796.80426,33174.7048,0.596743946
192,420031916003,Block Group 3,12421.32835,9061.011487,1.370854498
193,420031916004,Block Group 4,16656.29713,10194.42637,1.633863106
194,420031916005,Block Group 5,19798.20393,18873.51851,1.048993801
195,420031917001,Block Group 1,48177.98536,41729.04531,1.154543196
196,420031917002,Block Group 2,9570.024553,4969.535718,1.925738157
197,420031917003,Block Group 3,14731.38221,13657.69739,1.078613898
198,420031918001,Block Group 1,12928.51788,9106.39202,1.419719012
199,420031918002,Block Group 2,10360.95012,8127.581015,1.274788908
200,420031918003,Block Group 3,13434.7041,10784.9708,1.245687574
201,420031918004,Block Group 4,18166.99181,11087.9543,1.638443965
202,420031918005,Block Group 5,10498.39216,18394.62307,0.570731573
203,420031918006,Block Group 6,24888.73896,20395.84434,1.220284806
204,420031918007,Block Group 7,15752.29008,5894.245801,2.672486118
205,420031919001,Block Group 1,14195.72648,10482.1795,1.354272409
206,420031919002,Block Group 2,16555.47417,8651.377411,1.913622928
207,420031919003,Block Group 3,16998.30588,13033.6211,1.304189047
208,420031920001,Block Group 1,8517.956018,17084.46409,0.498579058
209,420031920002,Block Group 2,15949.77728,10312.48617,1.546647143
210,420031920003,Block Group 3,14375.54952,18835.78153,0.763204304
211,420031920004,Block Group 4,22330.27452,11599.31596,1.925137189
212,420031920005,Block Group 5,14085.6145,6519.848619,2.160420483
213,420032022001,Block Group 1,28781.18488,39103.27466,0.736030042
214,420032022002,Block Group 2,16967.39091,13572.67154,1.250114309
215,420032022003,Block Group 3,13571.96009,6952.079447,1.952215909
216,420032023001,Block Group 1,7083.137688,11932.15858,0.593617462
217,420032023002,Block Group 2,11965.87815,39047.08286,0.306447429
218,420032023003,Block Group 3,3804.440407,21944.19501,0.173368875
219,420032023004,Block Group 4,12081.23081,20227.19591,0.5972766
220,420032107001,Block Group 1,35354.89738,28194.20116,1.253977624
221,420032107002,Block Group 2,28907.17452,31810.29888,0.908736338
222,420032206001,Block Group 1,22738.65912,18971.80801,1.198549928
223,420032206002,Block Group 2,17790.48272,13167.83215,1.35105631
224,420032406001,Block Group 1,34472.80807,53494.06,0.644423102
225,420032406002,Block Group 2,40911.81386,29507.46159,1.386490455
226,420032412001,Block Group 1,12007.86196,19918.33038,0.602854845
227,420032412002,Block Group 2,17580.74834,10113.94326,1.738268438
228,420032503001,Block Group 1,25935.67313,18440.79786,1.406429012
229,420032507001,Block Group 1,30454.98342,25236.97796,1.206760313
230,420032509001,Block Group 1,19255.81814,18223.23137,1.056663209
231,420032509002,Block Group 2,16646.83931,17769.8108,0.936804533
232,420032602001,Block Group 1,15068.82925,20766.67339,0.725625572
233,420032602002,Block Group 2,26519.55168,35554.91076,0.745875917
234,420032602003,Block Group 3,12450.57367,7560.846628,1.646716867
235,420032607001,Block Group 1,16861.09992,15001.34977,1.123972188
236,420032607002,Block Group 2,24806.73713,15590.48817,1.59114563
237,420032609001,Block Group 1,58729.59554,21650.72255,2.712592867
238,420032612001,Block Group 1,8352.955184,32732.39614,0.255189237
239,420032614001,Block Group 1,19947.80601,19931.80363,1.000802857
240,420032614002,Block Group 2,25228.16144,17799.78531,1.417329535
241,420032614003,Block Group 3,15416.77998,9428.418451,1.635139558
242,420032614004,Block Group 4,14915.9563,12872.52085,1.158744
243,420032615001,Block Group 1,18223.75654,16876.67208,1.079819318
244,420032615002,Block Group 2,19635.84447,16815.43959,1.167727098
245,420032620001,Block Group 1,24687.10025,31749.01301,0.777570636
246,420032620002,Block Group 2,10665.96858,8551.377865,1.247280702
247,420032620003,Block Group 3,14992.41716,21131.3485,0.709487005
248,420032701001,Block Group 1,41782.93263,29753.3909,1.404308261
249,420032701002,Block Group 2,29925.80302,23544.71898,1.271019758
250,420032703001,Block Group 1,28146.3396,25779.42111,1.091814261
251,420032703002,Block Group 2,21036.69959,16531.61758,1.272513079
252,420032704001,Block Group 1,26492.24034,21383.21699,1.238926788
253,420032708001,Block Group 1,17134.81109,12638.35073,1.355779046
254,420032708002,Block Group 2,23889.26639,17495.74081,1.365433259
255,420032708003,Block Group 3,19371.09588,18253.2084,1.061243342
256,420032715001,Block Group 1,21841.30727,20109.96383,1.086093811
257,420032715002,Block Group 2,27065.01882,23987.99986,1.128273261
258,420032715003,Block Group 3,26214.58346,20535.02698,1.276578963
259,420032814001,Block Group 1,20550.41718,19985.3293,1.028275135
260,420032814002,Block Group 2,25432.95985,24714.69167,1.029062397
261,420032815001,Block Group 1,9590.734823,14517.58159,0.66062896
262,420032815002,Block Group 2,18584.85511,16611.14529,1.118818407
263,420032901001,Block Group 1,12619.67215,19694.81864,0.640761024
264,420032901002,Block Group 2,16316.64354,15969.39417,1.021744681
265,420032901003,Block Group 3,15263.19374,17464.8515,0.873937791
266,420032902001,Block Group 1,17273.898,23785.69807,0.726230441
267,420032902002,Block Group 2,13023.19948,17642.04469,0.738191049
268,420032902003,Block Group 3,15035.06686,5642.651944,2.664539123
269,420032902004,Block Group 4,13742.71634,8428.717696,1.630463474
270,420032902005,Block Group 5,20360.47422,9769.463611,2.084093357
271,420032904001,Block Group 1,22781.30441,9624.73799,2.366953202
272,420032904002,Block Group 2,28280.13879,26330.06188,1.074062755
273,420032904003,Block Group 3,14596.19938,13721.51343,1.063745588
274,420032904004,Block Group 4,13267.55693,14079.72263,0.942316641
275,420032904005,Block Group 5,11660.86199,12141.84258,0.960386523
276,420033001001,Block Group 1,9363.665867,6679.496604,1.401852029
277,420033001002,Block Group 2,12210.41245,7210.889545,1.693329564
278,420033001003,Block Group 3,18789.34296,12385.96962,1.516986036
279,420033001004,Block Group 4,12339.33351,8846.283861,1.394860679
280,420033001005,Block Group 5,12063.35028,7293.079868,1.654081745
281,420033001006,Block Group 6,11291.86405,7964.065185,1.417851787
282,420033102001,Block Group 1,9725.420482,18853.63475,0.51583796
283,420033102002,Block Group 2,2462.777607,18469.60925,0.133342161
284,420033102003,Block Group 3,580.2009428,20483.01478,0.028325954
285,420033102004,Block Group 4,6638.412806,24962.62056,0.265934131
286,420033102005,Block Group 5,982.1955541,13356.62563,0.073536205
287,420033103001,Block Group 1,1890.155427,39824.97614,0.047461558
288,420033204001,Block Group 1,9968.445667,19061.86683,0.522952225
289,420033204002,Block Group 2,13933.76325,9750.1176,1.429086686
290,420033204003,Block Group 3,13295.82962,5956.447362,2.232174452
291,420033206001,Block Group 1,10606.72463,29052.51936,0.365087946
292,420033206002,Block Group 2,25751.4772,21825.73311,1.179867685
293,420033207001,Block Group 1,13212.24159,26004.6611,0.508072054
294,420033207002,Block Group 2,5905.232046,22653.41611,0.260677331
295,420034011001,Block Group 1,13733.80788,106838.5175,0.128547346
296,420034011002,Block Group 2,17615.55974,87524.43981,0.201264467
297,420034011003,Block Group 3,6038.386467,30551.7782,0.197644354
298,420034011004,Block Group 4,3909.432762,22721.20516,0.172060977
299,420034012001,Block Group 1,15917.67686,24842.78367,0.640736444
300,420034012002,Block Group 2,39436.18188,36045.98064,1.09405213
301,420034012003,Block Group 3,18744.55218,16389.45459,1.14369591
302,420034012004,Block Group 4,24093.71963,27915.18646,0.863104377
303,420034013001,Block Group 1,33838.13116,32167.56556,1.05193323
304,420034013002,Block Group 2,8959.50566,21500.56342,0.416710273
305,420034013003,Block Group 3,20254.14047,31954.19959,0.633849094
306,420034020001,Block Group 1,16574.52432,12525.24892,1.323289016
307,420034020002,Block Group 2,14528.56471,12465.85868,1.165468427
308,420034020003,Block Group 3,18273.42241,27944.5802,0.653916512
309,420034020004,Block Group 4,22879.37598,19915.50335,1.148822381
310,420034035001,Block Group 1,10985.45682,36995.47472,0.296940556
311,420034035002,Block Group 2,16791.70944,17631.45262,0.952372434
312,420034035003,Block Group 3,32863.063,26116.36838,1.258332036
313,420034035004,Block Group 4,40319.12925,30604.41947,1.31742833
314,420034035005,Block Group 5,19053.58259,15420.28818,1.235617802
315,420034040001,Block Group 1,35147.06377,94732.31874,0.371014499
316,420034050001,Block Group 1,,104682.1109,0
317,420034050002,Block Group 2,15221.52628,122103.575,0.124660775
318,420034060001,Block Group 1,383.1368094,201581.0646,0.001900659
319,420034060002,Block Group 2,626.0244002,48600.83275,0.01288094
320,420034070011,Block Group 1,206.7277611,72482.27439,0.002852115
321,420034070012,Block Group 2,1416.739289,88045.57031,0.016090977
322,420034070013,Block Group 3,15140.82322,103121.3763,0.146825263
323,420034070014,Block Group 4,13528.16226,111209.8044,0.12164541
324,420034070021,Block Group 1,3041.864656,63957.63877,0.047560615
325,420034070022,Block Group 2,7311.481138,88675.78577,0.082451834
326,420034070023,Block Group 3,5755.022606,80474.07116,0.071513999
327,420034070024,Block Group 4,9655.689275,74743.61203,0.12918414
328,420034080011,Block Group 1,34161.86187,79398.90113,0.430256104
329,420034080012,Block Group 2,23387.6342,159347.2212,0.146771522
330,420034080013,Block Group 3,9724.250041,58732.30965,0.165569005
331,420034080021,Block Group 1,47337.23184,104814.5038,0.45162864
332,420034080022,Block Group 2,23629.39592,106841.1924,0.221163723
333,420034090001,Block Group 1,225977.5792,260850.0189,0.866312297
334,420034090002,Block Group 2,69649.7348,125442.3007,0.555233238
335,420034090003,Block Group 3,186432.2464,204351.4145,0.912311994
336,420034090004,Block Group 4,75531.17186,81468.93935,0.92711618
337,420034100001,Block Group 1,2612.9005,64203.97606,0.040696864
338,420034110001,Block Group 1,108994.5105,151808.4649,0.717973867
339,420034110002,Block Group 2,69597.75699,103364.5497,0.673323273
340,420034110003,Block Group 3,94385.23454,257478.1757,0.366575669
341,420034120011,Block Group 1,65028.51834,82333.38704,0.789819546
342,420034120012,Block Group 2,71923.04391,126480.099,0.568651072
343,420034120013,Block Group 3,55718.61082,44026.16052,1.265579604
344,420034120014,Block Group 4,71749.55861,57452.0734,1.248859342
345,420034120021,Block Group 1,85992.33993,133217.5078,0.645503293
346,420034120022,Block Group 2,66770.10614,73655.8262,0.90651493
347,420034131001,Block Group 1,45358.45202,117012.6087,0.387637303
348,420034131002,Block Group 2,40726.01632,61650.30634,0.660597144
349,420034131003,Block Group 3,28715.94861,70502.10271,0.407306272
350,420034131004,Block Group 4,58341.5187,52000.22906,1.12194734
351,420034132011,Block Group 1,4613.300689,51031.4058,0.090401207
352,420034132012,Block Group 2,20.72157166,39116.31356,0.000529742
353,420034132013,Block Group 3,3375.863612,37805.14212,0.089296414
354,420034132021,Block Group 1,8062.886153,32762.35977,0.246102119
355,420034132022,Block Group 2,15875.83257,44172.12745,0.359408376
356,420034133001,Block Group 1,28297.85794,81387.40414,0.347693335
357,420034133002,Block Group 2,11916.18387,64276.86316,0.185388385
358,420034133003,Block Group 3,22347.93074,13388.13737,1.669233749
359,420034134001,Block Group 1,10328.62515,50997.0645,0.202533719
360,420034134002,Block Group 2,17534.18789,33008.56294,0.531201189
361,420034134003,Block Group 3,13256.40694,37418.73079,0.354271956
362,420034135001,Block Group 1,16258.66923,56318.40398,0.288691939
363,420034135002,Block Group 2,33353.2274,52237.94477,0.638486593
364,420034135003,Block Group 3,8959.737126,37399.89269,0.239565851
365,420034135004,Block Group 4,31823.99837,25172.69908,1.264226703
366,420034141011,Block Group 1,2061.537013,52775.55949,0.039062343
367,420034141012,Block Group 2,11703.32439,61292.39909,0.190942508
368,420034141013,Block Group 3,5494.149328,33498.812,0.164010274
369,420034141014,Block Group 4,,24573.81626,0
370,420034141021,Block Group 1,11095.74496,98634.72604,0.112493291
371,420034141022,Block Group 2,1935.241582,97606.46644,0.019826981
372,420034141023,Block Group 3,23012.38342,85486.27481,0.269193897
373,420034142001,Block Group 1,11088.47139,152872.817,0.072533964
374,420034142002,Block Group 2,3441.366312,40336.02775,0.085317432
375,420034142003,Block Group 3,1692.834401,58608.42741,0.028883805
376,420034150011,Block Group 1,1380.236831,84756.77453,0.016284679
377,420034150012,Block Group 2,7903.507744,79378.20961,0.099567725
378,420034150013,Block Group 3,3234.83725,122720.6068,0.026359365
379,420034150021,Block Group 1,1259.676564,104922.4274,0.012005789
380,420034150022,Block Group 2,6645.105961,58620.13069,0.113358771
381,420034160001,Block Group 1,4666.623099,42004.3735,0.111098505
382,420034160002,Block Group 2,2034.156648,35489.49389,0.05731715
383,420034171001,Block Group 1,28510.09759,27292.03293,1.044630778
384,420034171002,Block Group 2,24693.5437,18854.83567,1.309666344
385,420034171003,Block Group 3,18034.52967,9726.162103,1.854228778
386,420034172001,Block Group 1,50988.83285,44098.76954,1.156241623
387,420034180001,Block Group 1,38922.48672,50008.80544,0.778312667
388,420034190001,Block Group 1,14994.25341,134152.7085,0.111770039
389,420034190002,Block Group 2,12914.86976,17155.9331,0.752793199
390,420034190003,Block Group 3,5826.774133,63392.01627,0.091916529
391,420034200001,Block Group 1,25609.41619,33737.07837,0.759088144
392,420034211001,Block Group 1,3734.601483,60984.31117,0.061238725
393,420034211002,Block Group 2,4973.34797,41783.13693,0.119027635
394,420034211003,Block Group 3,44114.62965,89249.57663,0.494283909
395,420034211004,Block Group 4,15133.546,18892.47854,0.8010355
396,420034212001,Block Group 1,3873.758081,88928.00577,0.043560609
397,420034212002,Block Group 2,1459.928261,43912.66802,0.033246175
398,420034212003,Block Group 3,1153.618714,12476.68244,0.092461976
399,420034212004,Block Group 4,,42322.22353,0
400,420034220001,Block Group 1,111.6813683,90729.75095,0.001230923
401,420034220002,Block Group 2,5762.667621,67994.62118,0.084751816
402,420034220003,Block Group 3,6.274258163,45309.55177,0.000138475
403,420034220004,Block Group 4,,120527.9522,0
404,420034230001,Block Group 1,13522.07443,20860.25977,0.648221766
405,420034230002,Block Group 2,26200.94748,26169.54981,1.001199779
406,420034230003,Block Group 3,19325.25896,11610.562,1.664455085
407,420034240001,Block Group 1,18420.4579,17608.05064,1.046138399
408,420034240002,Block Group 2,18640.06656,17830.73456,1.045389718
409,420034240003,Block Group 3,25474.9338,32789.94665,0.776912938
410,420034240004,Block Group 4,17656.30509,7926.899514,2.227391057
411,420034250001,Block Group 1,16080.2379,21569.388,0.745512015
412,420034250002,Block Group 2,16275.02039,21324.79067,0.763197194
413,420034250003,Block Group 3,20952.29928,17583.32022,1.191600848
414,420034250004,Block Group 4,18445.28113,27807.75599,0.663314262
415,420034263001,Block Group 1,2132.631753,64001.10514,0.033321796
416,420034263002,Block Group 2,4244.5105,55822.93634,0.076035242
417,420034263003,Block Group 3,,39271.64876,0
418,420034264001,Block Group 1,3677.349053,29760.69569,0.123563948
419,420034264002,Block Group 2,1042.774809,33166.58988,0.031440519
420,420034264003,Block Group 3,1304.434464,25440.06442,0.05127481
421,420034264004,Block Group 4,3040.826236,33524.43316,0.090704777
422,420034267001,Block Group 1,173.6072982,15358.51172,0.011303654
423,420034267002,Block Group 2,4500.387256,59715.43557,0.075363886
424,420034268001,Block Group 1,100.9628613,35823.94044,0.002818307
425,420034268002,Block Group 2,1431.401862,61244.98673,0.023371739
426,420034268003,Block Group 3,379.9351003,30328.27188,0.012527423
427,420034270001,Block Group 1,21560.38382,26073.94177,0.826893916
428,420034270002,Block Group 2,16066.42406,26564.05383,0.604818232
429,420034270003,Block Group 3,25272.65122,22069.62091,1.145133
430,420034271001,Block Group 1,201.8487666,50372.6944,0.004007107
431,420034271002,Block Group 2,,45434.22812,0
432,420034271003,Block Group 3,4070.368119,55897.29086,0.072818701
433,420034272001,Block Group 1,1454.562166,28147.43711,0.05167654
434,420034272002,Block Group 2,4833.787837,38704.85413,0.124888414
435,420034272003,Block Group 3,4632.361541,36074.57657,0.128410698
436,420034272004,Block Group 4,450.0468118,30803.95585,0.014610033
437,420034281001,Block Group 1,961.972428,17491.31645,0.054997143
